		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   31   21   26   30   30   25   24  5.674677 0.683620 SUCCESS   0
000000011   23   35   18   31   22   27   17   20 12.094557 0.147035 SUCCESS   1
000000101   32   23   29   23   28   29   32   29  8.302737 0.404470 SUCCESS   2
000000111   21   36   23   32   15   28   23   15 16.839628 0.031823 SUCCESS   3
000001001   29   23   24   22   32   26   23   27  4.156757 0.842710 SUCCESS   4
000001011   24   20   35   26   27   30   26   28  7.971085 0.436300 SUCCESS   5
000001101   25   23   27   20   35   30   20   34 12.021077 0.150266 SUCCESS   6
000001111   28   31   20   37   18   30   20   13 19.331320 0.013185 SUCCESS   7
000010001   31   33   16   25   23   36   31   18 17.350677 0.026658 SUCCESS   8
000010011   23   23   26   23   28   27   26   29  2.199283 0.974285 SUCCESS   9
000010101   33   17   21   26   28   27   29   30  9.114324 0.332744 SUCCESS  10
000010111   26   25   22   37   22   31   24   33 12.326912 0.137203 SUCCESS  11
000011001   27   31   21   23   20   33   27   21  7.435543 0.490450 SUCCESS  12
000011011   23   25   25   27   19   25   24   28  2.206565 0.974015 SUCCESS  13
000011101   22   32   33   36   24   27   29   23 12.802213 0.118838 SUCCESS  14
000011111   32   31   25   23   13   22   15   18 15.617614 0.048192 SUCCESS  15
000100011   25   27   21   20   27   31   38   21 12.071388 0.148047 SUCCESS  16
000100101   26   28   28   21   24   24   25   22  1.969576 0.981930 SUCCESS  17
000100111   30   19   24   27   29   30   24   26  5.199376 0.736070 SUCCESS  18
000101001   27   24   19   21   28   28   31   26  5.071613 0.749895 SUCCESS  19
000101011   28   15   23   29   32   23   19   23  9.120282 0.332251 SUCCESS  20
000101101   20   28   29   22   18   29   23   27  5.511168 0.701802 SUCCESS  21
000101111   22   25   21   30   23   22   23   33  5.621719 0.689520 SUCCESS  22
000110011   28   23   22   18   22   29   23   20  4.653904 0.793845 SUCCESS  23
000110101   19   19   24   28   28   30   22   28  5.697846 0.681035 SUCCESS  24
000110111   16   23   25   26   31   28   24   25  5.613113 0.690478 SUCCESS  25
000111001   27   22   27   24   20   17   23   20  4.865076 0.771895 SUCCESS  26
000111011   26   27   26   23   28   26   31   28  3.641075 0.887969 SUCCESS  27
000111101   26   28   27   28   16   25   27   28  5.334419 0.721308 SUCCESS  28
000111111   29   21   22   18   17   23   20   25  6.601449 0.580178 SUCCESS  29
001000011   22   24   17   31   14   35   23   22 14.085130 0.079573 SUCCESS  30
001000101   34   20   22   27   35   32   20   20 14.104990 0.079070 SUCCESS  31
001000111   21   21   19   22   20   24   36   25  9.001125 0.342201 SUCCESS  32
001001011   30   29   30   17   17   23   23   21  8.848870 0.355205 SUCCESS  33
001001101   19   27   18   21   21   26   28   20  5.712410 0.679410 SUCCESS  34
001001111   26   22   17   15   27   26   21   25  7.313739 0.503192 SUCCESS  35
001010011   20   23   23   27   24   20   28   30  3.977361 0.859160 SUCCESS  36
001010101   29   24   35   30   24   30   36   35 18.795117 0.015995 SUCCESS  37
001010111   25   15   23   21   30   18   21   21  8.372245 0.397978 SUCCESS  38
001011011   26   21   27   15   21   29   23   22  6.339967 0.609208 SUCCESS  39
001011101   28   19   25   26   29   17   21   22  5.857383 0.663203 SUCCESS  40
001011111   22   21   25   28   25   17   24   24  3.645709 0.887592 SUCCESS  41
001100101   27   23   24   22   23   22   37   27  7.961155 0.437274 SUCCESS  42
001100111   27   19   24   18   25   24   22   26  3.637103 0.888293 SUCCESS  43
001101011   18   29   22   21   31   25   20   22  6.289656 0.614821 SUCCESS  44
001101101   33   19   22   25   25   24   23   16  7.721519 0.461135 SUCCESS  45
001101111   15   23   26   26   32   24   22   24  6.747746 0.564077 SUCCESS  46
001110101   21   20   28   37   32   19   28   25 12.833989 0.117691 SUCCESS  47
001110111   26   25   19   18   26   21   27   19  5.212615 0.734629 SUCCESS  48
001111011   22   21   31   29   23   26   22   37 10.639525 0.222972 SUCCESS  49
001111101   32   30   31   15   21   24   29   29 11.656326 0.167209 SUCCESS  50
001111111   25   22   27   22   20   17   20   29  5.644888 0.686940 SUCCESS  51
010000011   32   33   23   27   28   28   26   20  7.979691 0.435457 SUCCESS  52
010000111   23   26   25   22   17   29   28   22  4.459944 0.813427 SUCCESS  53
010001011   29   27   20   35   31   24   21   24  9.114324 0.332744 SUCCESS  54
010001111   26   24   22   23   19   22   26   27  2.315792 0.969768 SUCCESS  55
010010011   20   26   26   19   26   20   27   26  3.595398 0.891661 SUCCESS  56
010010111   27   24   36   21   21   23   21   20  8.366287 0.398532 SUCCESS  57
010011011   19   25   17   25   19   21   23   17  7.710265 0.462272 SUCCESS  58
010011111   32   23   26   18   20   20   21   32  8.950815 0.346462 SUCCESS  59
010100011   19   25   31   27   23   22   19   21  5.433716 0.710372 SUCCESS  60
010100111   28   25   22   23   25   17   27   23  3.595398 0.891661 SUCCESS  61
010101011   26   22   31   28   20   31   31   31  9.107042 0.333347 SUCCESS  62
010101111   20   17   26   20   24   21   23   29  5.542943 0.698278 SUCCESS  63
010110011   22   25   14   25   27   25   28   17  8.026029 0.430932 SUCCESS  64
010110111   33   25   22   17   21   29   20   24  7.925408 0.440790 SUCCESS  65
010111011   19   13   28   22   32   12   24   25 16.515258 0.035572 SUCCESS  66
010111111   21   19   19   30   30   23   21   17  8.508613 0.385426 SUCCESS  67
011000111   28   20   28   21   21   20   23   32  6.247952 0.619479 SUCCESS  68
011001111   20   23   23   15   23   30   31   17 10.305226 0.244253 SUCCESS  69
011010111   27   27   27   19   31   17   22   19  7.738730 0.459399 SUCCESS  70
011011111   20   20   25   26   32   22   21   25  4.959739 0.761871 SUCCESS  71
011101111   20   27   19   15   24   15   22   24 10.082800 0.259262 SUCCESS  72
011111111   21   21   25   22   19   20   18   24  5.033219 0.754020 SUCCESS  73
100000000   28   31   21   26   30   30   25   24  5.674677 0.683620 SUCCESS  74
100010000   23   30   26   25   16   36   23   18 12.044247 0.149241 SUCCESS  75
100100000   30   25   24   24   21   29   24   21  3.240577 0.918365 SUCCESS  76
100101000   18   26   25   33   17   31   27   18 11.179701 0.191724 SUCCESS  77
100110000   24   28   19   16   20   32   26   40 18.468099 0.017978 SUCCESS  78
100111000   29   34   16   30   23   14   24   25 13.806437 0.086952 SUCCESS  79
101000000   27   23   27   28   33   41   26   22 16.369623 0.037385 SUCCESS  80
101000100   25   17   26   26   24   44   24   26 18.952006 0.015118 SUCCESS  81
101001000   26   18   16   30   20   34   27   25 11.188307 0.191256 SUCCESS  82
101001100   28   21   29   20   21   23   26   35  8.198144 0.414358 SUCCESS  83
101010000   26   33   29   23   32   21   18   28  9.444652 0.306184 SUCCESS  84
101010100   26   23   29   31   28   29   20   29  6.098344 0.636217 SUCCESS  85
101011000   25   32   23   28   20   29   27   27  5.386054 0.715629 SUCCESS  86
101011100   31   21   28   16   33   18   26   19 12.085951 0.147410 SUCCESS  87
101100000   28   31   32   43   22   33   27   21 23.658020 0.002615 FAILURE  88
101100100   29   18   35   24   19   27   27   25  9.223551 0.323790 SUCCESS  89
101101000   16   23   30   22   28   34   33   27 12.520872 0.129433 SUCCESS  90
101101100   17   17   20   30   22   25   27   18  9.067323 0.336649 SUCCESS  91
101110000   30   33   29   24   37   31   22   20 15.005282 0.059043 SUCCESS  92
101110100   23   23   18   25   27   33   29   20  7.053581 0.530863 SUCCESS  93
101111000   23   26   18   24   22   23   19   32  5.942117 0.653716 SUCCESS  94
101111100   21   19   30   24   28   16   27   28  7.434219 0.490588 SUCCESS  95
110000000   24   30   25   23   23   28   21   28  3.105533 0.927561 SUCCESS  96
110000010   31   28   21   23   36   27   34   34 16.768796 0.032609 SUCCESS  97
110000100   23   30   25   21   17   30   23   25  5.663423 0.684875 SUCCESS  98
110001000   27   28   30   19   28   26   27   15  8.087593 0.424961 SUCCESS  99
110001010   21   27   24   30   26   17   22   20  5.603183 0.691583 SUCCESS 100
110010000   29   30   28   26   22   28   24   18  5.419153 0.711980 SUCCESS 101
110010010   26   21   21   21   20   27   23   28  3.315381 0.913036 SUCCESS 102
110010100   24   25   24   38   13   29   25   22 14.527333 0.069015 SUCCESS 103
110011000   21   19   16   24   17   26   23   29  8.126650 0.421197 SUCCESS 104
110011010   25   29   28   22   28   19   16   15 10.220492 0.249890 SUCCESS 105
110100000   31   16   17   28   25   42   28   17 23.712965 0.002560 FAILURE 106
110100010   21   27   25   25   35   34   29   22 10.615032 0.224480 SUCCESS 107
110100100   23   28   29   25   29   29   25   28  3.903881 0.865690 SUCCESS 108
110101000   19   25   34   23   27   25   22   27  6.071203 0.639256 SUCCESS 109
110101010   23   21   25   29   24   30   15   25  6.578279 0.582739 SUCCESS 110
110101100   24   23   24   27   20   26   22   22  1.798785 0.986571 SUCCESS 111
110110000   28   21   26   31   16   21   22   22  6.958918 0.541072 SUCCESS 112
110110010   26   21   29   30   17   27   29   26  6.435954 0.598520 SUCCESS 113
110110100   26   22   24   21   29   33   25   32  7.343528 0.500062 SUCCESS 114
110111000   34   27   34   21   41   22   27   23 20.877705 0.007479 FAILURE 115
110111010   18   18   20   21   24   28   25   21  5.838848 0.665278 SUCCESS 116
110111100   19   22   20   20   29   22   27   30  5.874595 0.661277 SUCCESS 117
111000000   23   30   23   18   29   18   23   24  5.950723 0.652752 SUCCESS 118
111000010   26   22   22   27   23   24   23   28  1.604825 0.990827 SUCCESS 119
111000100   21   30   28   22   29   27   28   20  5.164953 0.739809 SUCCESS 120
111000110   28   23   14   21   34   16   27   27 13.170274 0.106124 SUCCESS 121
111001000   21   34   22   26   26   23   22   17  7.501741 0.483587 SUCCESS 122
111001010   24   25   26   27   14   18   28   16 10.270803 0.246531 SUCCESS 123
111001100   21   15   22   22   23   24   23   33  8.026029 0.430932 SUCCESS 124
111010000   34   18   20   23   22   37   36   20 20.036329 0.010199 SUCCESS 125
111010010   26   23   26   29   25   29   29   17  5.325814 0.722252 SUCCESS 126
111010100   25   20   35   17   25   24   25   20  8.772742 0.361828 SUCCESS 127
111010110   22   24   25   29   21   23   23   23  1.900730 0.983905 SUCCESS 128
111011000   23   23   31   21   22   21   17   31  7.399796 0.494174 SUCCESS 129
111011010   28   21   21   18   34   24   29   28  8.621811 0.375196 SUCCESS 130
111011100   23   22   34   31   31   21   22   22  8.901829 0.350645 SUCCESS 131
111100000   28   25   22   23   26   18   20   36  9.256650 0.321110 SUCCESS 132
111100010   19   29   25   24   26   21   24   17  5.077571 0.749254 SUCCESS 133
111100100   16   37   19   18   26   24   28   17 15.669248 0.047366 SUCCESS 134
111100110   19   15   22   21   24   20   13   29 12.937919 0.114004 SUCCESS 135
111101000   29   23   27   18   27   32   30   21  7.554700 0.478130 SUCCESS 136
111101010   22   27   29   20   17   29   18   20  8.017424 0.431770 SUCCESS 137
111101100   25   25   29   19   24   22   25   26  2.536893 0.959988 SUCCESS 138
111101110   21   21   35   22   21   23   20   27  7.662602 0.467102 SUCCESS 139
111110000   25   19   21   27   24   16   20   32  8.288835 0.405777 SUCCESS 140
111110010   12   24   20   27   21   24   26   18  9.964968 0.267493 SUCCESS 141
111110100   35   21   36   20   22   23   27   30 13.715746 0.089482 SUCCESS 142
111110110   24   26   27   22   24   13   26   24  6.272445 0.616743 SUCCESS 143
111111000   26   24   16   26   32   14   12   30 18.083488 0.020609 SUCCESS 144
111111010   33   22   29   15   23   25   21   23  8.688009 0.369295 SUCCESS 145
111111100   23   26   16   28   19   18   14   23 11.362407 0.181998 SUCCESS 146
111111110   21   21   25   22   19   20   18   24  5.033219 0.754020 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   29   26   23   23   28   24   23   30  3.139956 0.925270 SUCCESS   0
000000011   30   26   24   18   25   24   26   25  3.325311 0.912317 SUCCESS   1
000000101   24   26   20   23   23   26   17   19  4.763131 0.782567 SUCCESS   2
000000111   22   26   26   21   26   25   29   25  1.986788 0.981414 SUCCESS   3
000001001   24   17   27   23   22   20   26   21  4.356675 0.823595 SUCCESS   4
000001011   24   29   22   26   17   33   13   21 12.703579 0.122464 SUCCESS   5
000001101   22   30   34   16   24   29   32   24 11.825793 0.159147 SUCCESS   6
000001111   24   23   19   22   21   22   31   25  4.162715 0.842152 SUCCESS   7
000010001   18   25   16   34   20   24   24   23  9.559836 0.297288 SUCCESS   8
000010011   28   16   27   24   29   26   32   23  7.368021 0.497496 SUCCESS   9
000010101   26   24   22   25   18   21   25   32  5.061684 0.750963 SUCCESS  10
000010111   26   23   19   25   18   26   14   25  7.881056 0.445175 SUCCESS  11
000011001   25   26   24   17   22   18   24   18  6.169176 0.628288 SUCCESS  12
000011011   21   25   29   17   19   29   31   29  8.595994 0.377514 SUCCESS  13
000011101   20   24   29   13   34   24   28   21 12.179291 0.143382 SUCCESS  14
000011111   24   30   27   31   21   23   29   26  5.047120 0.752528 SUCCESS  15
000100011   28   21   18   21   20   26   30   20  6.339967 0.609208 SUCCESS  16
000100101   16   32   21   28   19   24   15   20 12.278587 0.139200 SUCCESS  17
000100111   24   19   23   27   29   21   29   23  3.977361 0.859160 SUCCESS  18
000101001   23   28   27   25   34   24   26   18  6.690154 0.570401 SUCCESS  19
000101011   20   26   24   26   26   19   22   34  6.536575 0.587354 SUCCESS  20
000101101   30   25   22   38   21   19   24   29 12.054176 0.148803 SUCCESS  21
000101111   28   19   22   18   25   27   21   23  4.636693 0.795607 SUCCESS  22
000110011   28   26   23   24   19   23   29   25  2.977771 0.935745 SUCCESS  23
000110101   31   26   32   30   22   29   31   21  9.208987 0.324974 SUCCESS  24
000110111   22   33   30   13   22   27   32   16 16.178972 0.039889 SUCCESS  25
000111001   26   27   18   15   21   28   23   30  8.323258 0.402547 SUCCESS  26
000111011   28   22   22   15   38   20   30   23 14.849055 0.062148 SUCCESS  27
000111101   31   30   24   21   23   27   27   32  6.776211 0.560959 SUCCESS  28
000111111   22   24   22   33   23   27   27   23  4.367929 0.822496 SUCCESS  29
001000011   27   21   30   27   23   29   36   17 11.393520 0.180383 SUCCESS  30
001000101   27   27   29   36   26   31   23   30 10.540229 0.229135 SUCCESS  31
001000111   26   23   15   19   25   33   23   25  8.416597 0.393869 SUCCESS  32
001001011   15   28   24   27   19   26   20   20  7.567939 0.476770 SUCCESS  33
001001101   23   22   27   23   27   26   18   17  5.145093 0.741962 SUCCESS  34
001001111   17   27   26   20   29   23   28   22  5.307278 0.724285 SUCCESS  35
001010011   27   23   27   23   34   18   20   22  7.442825 0.489693 SUCCESS  36
001010101   25   19   30   25   19   21   27   30  5.934835 0.654531 SUCCESS  37
001010111   14   28   23   37   28   23   25   32 15.037057 0.058429 SUCCESS  38
001011011   23   28   23   33   21   20   23   25  5.256968 0.729791 SUCCESS  39
001011101   28   30   24   28   25   20   19   24  4.511579 0.808274 SUCCESS  40
001011111   21   22   17   24   22   24   14   22  8.133932 0.420498 SUCCESS  41
001100101   23   23   25   21   22   17   29   17  6.449193 0.597048 SUCCESS  42
001100111   33   26   19   21   20   21   25   33  9.426117 0.307633 SUCCESS  43
001101011   30   29   28   19   31   31   29   19  9.835220 0.276782 SUCCESS  44
001101101   23   17   30   26   25   22   24   30  5.435040 0.710226 SUCCESS  45
001101111   20   25   27   17   25   22   29   16  7.585151 0.475005 SUCCESS  46
001110101   18   27   26   24   24   25   27   32  4.893541 0.768892 SUCCESS  47
001110111   36   20   24   21   34   20   27   24 12.036965 0.149562 SUCCESS  48
001111011   37   20   19   19   19   28   27   23 12.170685 0.143749 SUCCESS  49
001111101   19   26   21   23   20   16   21   29  7.109849 0.524829 SUCCESS  50
001111111   22   24   20   27   28   25   28   24  2.477977 0.962750 SUCCESS  51
010000011   21   25   28   16   25   25   28   21  5.111994 0.745542 SUCCESS  52
010000111   24   24   32   33   20   21   31   23  8.834307 0.356466 SUCCESS  53
010001011   36   28   32   37   28   20   24   29 17.700864 0.023584 SUCCESS  54
010001111   23   24   14   21   27   33   24   24  8.594670 0.377633 SUCCESS  55
010010011   24   24   23   25   22   25   20   21  1.679629 0.989309 SUCCESS  56
010010111   16   25   28   22   21   22   20   26  5.458210 0.707665 SUCCESS  57
010011011   26   17   24   25   24   26   23   28  3.197549 0.921355 SUCCESS  58
010011111   20   25   24   18   30   19   27   26  5.535661 0.699086 SUCCESS  59
010100011   11   21   14   24   28   28   21   27 14.557784 0.068336 SUCCESS  60
010100111   25   20   23   23   25   21   23   21  2.077479 0.978544 SUCCESS  61
010101011   31   27   32   27   19   21   28   31  8.987886 0.343319 SUCCESS  62
010101111   31   20   23   31   26   24   27   25  5.012697 0.756218 SUCCESS  63
010110011   22   35   22   22   17   34   26   17 14.145371 0.078054 SUCCESS  64
010110111   28   17   31   27   23   25   29   19  7.231653 0.511858 SUCCESS  65
010111011   25   37   28   25   24   22   27   27  8.131946 0.420689 SUCCESS  66
010111111   23   22   20   22   27   21   18   28  4.450014 0.814413 SUCCESS  67
011000111   29   22   26   19   25   38   34   41 25.920005 0.001084 FAILURE  68
011001111   38   22   23   19   13   29   23   24 15.890349 0.043977 SUCCESS  69
011010111   21   32   25   15   29   26   31   27  9.833896 0.276878 SUCCESS  70
011011111   18   23   28   20   30   22   28   22  5.552873 0.697175 SUCCESS  71
011101111   35   26   28   24   25   18   27   25  7.478572 0.485984 SUCCESS  72
011111111   23   15   14   25   28   24   29   23  9.957686 0.268008 SUCCESS  73
100000000   29   27   23   23   28   24   23   30  3.318029 0.912845 SUCCESS  74
100010000   26   21   26   31   30   28   25   26  4.555931 0.803812 SUCCESS  75
100100000   27   25   32   23   19   20   26   24  5.002768 0.757280 SUCCESS  76
100101000   18   26   22   23   23   26   20   16  6.169176 0.628288 SUCCESS  77
100110000   30   20   25   21   26   27   16   20  6.856973 0.552140 SUCCESS  78
100111000   22   26   22   23   35   24   21   22  6.180430 0.627029 SUCCESS  79
101000000   21   28   27   22   24   30   31   25  4.767103 0.782154 SUCCESS  80
101000100   22   30   27   21   26   26   29   17  5.782580 0.671571 SUCCESS  81
101001000   27   27   34   27   19   21   22   34 10.639525 0.222972 SUCCESS  82
101001100   29   21   30   29   35   19   20   19 11.663608 0.166856 SUCCESS  83
101010000   24   18   37   33   15   23   24   22 15.679178 0.047209 SUCCESS  84
101010100   20   11   22   25   21   28   19   19 12.192530 0.142818 SUCCESS  85
101011000   40   27   25   22   25   19   25   33 15.258159 0.054316 SUCCESS  86
101011100   17   37   26   31   25   17   18   33 18.205293 0.019739 SUCCESS  87
101100000   24   28   17   20   26   23   26   25  4.010460 0.856179 SUCCESS  88
101100100   25   21   26   19   21   13   21   19  9.565794 0.296833 SUCCESS  89
101101000   25   28   31   20   29   30   29   27  6.641168 0.575795 SUCCESS  90
101101100   20   24   22   23   25   27   19   29  3.586793 0.892350 SUCCESS  91
101110000   23   29   17   23   22   21   33   27  7.536164 0.480037 SUCCESS  92
101110100   27   21   19   24   22   31   22   22  4.594988 0.799856 SUCCESS  93
101111000   17   29   36   23   21   24   34   22 13.646900 0.091446 SUCCESS  94
101111100   23   19   13   23   20   23   15   16 14.537925 0.068778 SUCCESS  95
110000000   28   31   23   25   18   29   19   26  6.469053 0.594842 SUCCESS  96
110000010   23   26   26   21   21   27   25   25  1.596219 0.990992 SUCCESS  97
110000100   21   16   26   35   24   21   19   19 11.313421 0.184565 SUCCESS  98
110001000   33   20   18   30   30   38   26   25 16.309382 0.038160 SUCCESS  99
110001010   28   29   23   25   37   20   28   22  9.885531 0.273152 SUCCESS 100
110010000   28   23   26   34   24   23   30   19  7.300499 0.504585 SUCCESS 101
110010010   26   22   18   24   19   24   18   24  5.076247 0.749397 SUCCESS 102
110010100   22   29   29   18   20   22   17   23  7.237611 0.511227 SUCCESS 103
110011000   26   21   21   17   24   27   21   19  5.423787 0.711468 SUCCESS 104
110011010   25   27   23   15   29   26   24   26  5.248362 0.730731 SUCCESS 105
110100000   21   32   19   15   25   25   29   24  8.848870 0.355205 SUCCESS 106
110100010   20   31   23   25   26   17   29   21  6.578279 0.582739 SUCCESS 107
110100100   27   28   25   33   21   25   22   32  7.182667 0.517059 SUCCESS 108
110101000   23   26   34   26   24   27   23   26  4.690975 0.790037 SUCCESS 109
110101010   26   19   24   27   21   28   20   20  4.314971 0.827647 SUCCESS 110
110101100   35   22   27   23   26   28   28   20  7.402444 0.493898 SUCCESS 111
110110000   24   31   21   24   21   16   28   22  6.619984 0.578132 SUCCESS 112
110110010   19   30   26   27   23   25   25   31  4.919358 0.766159 SUCCESS 113
110110100   26   23   28   26   29   24   25   28  2.318439 0.969660 SUCCESS 114
110111000   33   29   22   21   23   21   31   24  7.189949 0.516284 SUCCESS 115
110111010   28   26   24   27   20   24   29   26  2.783811 0.947183 SUCCESS 116
110111100   28   29   32   26   15   22   28   21  9.028267 0.339917 SUCCESS 117
111000000   23   29   19   23   26   31   26   27  4.647946 0.794456 SUCCESS 118
111000010   17   18   22   24   24   20   28   20  6.499504 0.591463 SUCCESS 119
111000100   25   25   19   24   29   32   31   22  6.707365 0.568509 SUCCESS 120
111000110   28   21   29   23   19   21   30   17  7.391191 0.495073 SUCCESS 121
111001000   33   18   28   27   23   24   28   23  6.427348 0.599477 SUCCESS 122
111001010   24   25   32   18   19   18   23   30  8.586064 0.378408 SUCCESS 123
111001100   31   21   26   22   22   25   23   22  3.273676 0.916028 SUCCESS 124
111010000   21   28   20   24   31   24   30   25  5.063008 0.750821 SUCCESS 125
111010010   30   24   23   35   24   27   22   29  7.614940 0.471958 SUCCESS 126
111010100   16   23   30   20   20   28   26   33  9.832572 0.276974 SUCCESS 127
111010110   27   21   19   19   28   25   23   20  4.712820 0.787783 SUCCESS 128
111011000   29   28   20   25   24   25   35   30  8.394752 0.395889 SUCCESS 129
111011010   26   24   26   21   27   30   43   26 17.097800 0.029107 SUCCESS 130
111011100   33   18   29   24   33   20   29   30 11.953555 0.153288 SUCCESS 131
111100000   21   24   22   17   24   32   20   26  6.441912 0.597858 SUCCESS 132
111100010   21   32   16   15   35   29   30   23 16.739007 0.032944 SUCCESS 133
111100100   25   21   24   27   19   17   21   24  4.847864 0.773706 SUCCESS 134
111100110   23   22   23   21   23   28   28   26  2.189353 0.974649 SUCCESS 135
111101000   19   35   22   29   32   17   25   21 12.408997 0.133867 SUCCESS 136
111101010   26   19   25   19   22   29   16   25  6.737817 0.565166 SUCCESS 137
111101100   32   34   27   17   21   27   30   34 14.970859 0.059715 SUCCESS 138
111101110   27   20   34   24   24   22   33   23  8.486767 0.387420 SUCCESS 139
111110000   22   16   19   21   22   31   23   21  7.618250 0.471620 SUCCESS 140
111110010   29   24   24   23   20   20   19   26  3.976037 0.859279 SUCCESS 141
111110100   25   24   21   31   32   14   28   26 10.045068 0.261877 SUCCESS 142
111110110   25   34   27   22   24   21   26   19  6.290980 0.614673 SUCCESS 143
111111000   21   21   17   26   29   23   30   25  5.730945 0.677341 SUCCESS 144
111111010   29   24   20   26   25   18   25   27  3.884022 0.867433 SUCCESS 145
111111100   21   21   18   26   26   28   29   27  4.663834 0.792827 SUCCESS 146
111111110   23   15   14   25   28   24   29   23  9.957686 0.268008 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   16   27   21   32   30   24   22  7.900915 0.443209 SUCCESS   0
000000011   25   16   25   23   24   31   25   23  5.053078 0.751888 SUCCESS   1
000000101   23   28   25   23   23   23   16   30  5.213939 0.734484 SUCCESS   2
000000111   21   21   27   24   24   26   19   24  2.628908 0.955449 SUCCESS   3
000001001   29   13   31   35   27   27   20   20 15.222412 0.054962 SUCCESS   4
000001011   23   21   30   21   28   27   26   32  5.783904 0.671423 SUCCESS   5
000001101   21   19   19   36   22   28   27   27 10.027856 0.263076 SUCCESS   6
000001111   28   30   24   20   22   17   21   19  6.992017 0.537494 SUCCESS   7
000010001   33   32   19   24   23   24   21   26  7.511671 0.482562 SUCCESS   8
000010011   21   19   28   34   34   15   22   22 14.314837 0.073919 SUCCESS   9
000010101   23   27   26   23   16   26   23   29  4.638017 0.795471 SUCCESS  10
000010111   25   24   34   20   22   20   24   23  5.900412 0.658386 SUCCESS  11
000011001   21   26   22   29   23   33   23   20  5.858707 0.663055 SUCCESS  12
000011011   21   27   21   37   20   28   27   26  9.757768 0.282441 SUCCESS  13
000011101   24   24   27   29   22   25   24   21  1.952365 0.982438 SUCCESS  14
000011111   26   26   25   16   22   20   24   21  4.780342 0.780775 SUCCESS  15
000100011   32   26   23   23   24   24   18   24  4.477156 0.811714 SUCCESS  16
000100101   26   25   18   28   28   30   19   29  6.418742 0.600434 SUCCESS  17
000100111   24   20   27   27   36   26   27   22  7.741378 0.459132 SUCCESS  18
000101001   18   23   20   15   27   23   27   24  7.042327 0.532073 SUCCESS  19
000101011   18   20   28   23   19   26   19   25  5.779932 0.671867 SUCCESS  20
000101101   27   18   24   18   21   26   26   25  4.484437 0.810988 SUCCESS  21
000101111   22   30   30   20   25   21   26   24  4.342112 0.825014 SUCCESS  22
000110011   22   24   27   22   29   37   28   20  9.774980 0.281176 SUCCESS  23
000110101   22   29   21   26   20   26   30   26  4.105123 0.847516 SUCCESS  24
000110111   23   30   18   34   26   29   23   17 10.460129 0.234203 SUCCESS  25
000111001   19   27   20   23   29   21   30   30  6.469053 0.594842 SUCCESS  26
000111011   31   21   17   30   27   26   28   24  6.935749 0.543581 SUCCESS  27
000111101   25   26   23   21   23   21   18   15  6.745098 0.564368 SUCCESS  28
000111111   25   28   19   24   15   21   26   19  7.381261 0.496111 SUCCESS  29
001000011   27   22   24   22   21   18   26   18  4.847864 0.773706 SUCCESS  30
001000101   25   27   23   21   26   17   34   30  8.537078 0.382837 SUCCESS  31
001000111   27   24   17   23   24   18   21   29  5.822960 0.667055 SUCCESS  32
001001011   24   25   21   22   20   28   23   32  4.655228 0.793710 SUCCESS  33
001001101   22   24   18   27   18   24   18   28  6.296938 0.614008 SUCCESS  34
001001111   27   25   29   33   21   30   21   23  6.724577 0.566619 SUCCESS  35
001010011   20   19   24   28   29   26   27   21  4.392422 0.820097 SUCCESS  36
001010101   21   27   19   15   22   28   19   21  8.270300 0.407522 SUCCESS  37
001010111   20   21   28   21   19   18   24   20  6.143359 0.631177 SUCCESS  38
001011011   31   17   27   15   24   29   22   32 11.790046 0.160820 SUCCESS  39
001011101   26   29   19   19   21   18   20   27  6.805339 0.557774 SUCCESS  40
001011111   24   23   40   17   19   20   19   27 16.296805 0.038324 SUCCESS  41
001100101   18   19   24   24   31   31   28   16 10.213211 0.250379 SUCCESS  42
001100111   25   18   19   17   35   34   25   25 14.001721 0.081721 SUCCESS  43
001101011   25   24   17   26   20   27   26   22  3.908515 0.865282 SUCCESS  44
001101101   24   28   27   24   27   22   29   27  2.564034 0.958678 SUCCESS  45
001101111   23   24   13   27   24   29   23   32  9.315566 0.316379 SUCCESS  46
