		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001110101   22   22   26   25   24   21   27   22  1.637924 0.990174 SUCCESS  47
001110111   25   23   21   30   36   28   34   27 12.361335 0.135795 SUCCESS  48
001111011   24   32   26   26   27   22   23   17  5.604507 0.691436 SUCCESS  49
001111101   24   20   32   21   29   27   23   30  6.359826 0.606994 SUCCESS  50
001111111   17   29   25   28   20   26   25   20  5.544267 0.698131 SUCCESS  51
010000011   24   23   24   29   23   22   16   19  5.542943 0.698278 SUCCESS  52
010000111   22   21   29   22   23   13   34   19 12.601634 0.126311 SUCCESS  53
010001011   32   24   27   31   22   22   29   27  6.259205 0.618222 SUCCESS  54
010001111   23   20   22   23   20   18   27   21  4.559241 0.803477 SUCCESS  55
010010011   27   24   25   26   17   28   23   27  3.655639 0.886781 SUCCESS  56
010010111   25   27   19   18   16   18   15   29 12.633409 0.125101 SUCCESS  57
010011011   19   19   17   16   26   25   19   35 13.897128 0.084486 SUCCESS  58
010011111   22   17   21   29   23   37   22   22 11.247223 0.188081 SUCCESS  59
010100011   27   29   20   20   24   25   27   19  4.366605 0.822626 SUCCESS  60
010100111   19   23   31   29   26   24   26   22  4.528790 0.806546 SUCCESS  61
010101011   21   24   19   21   19   29   22   25  4.610875 0.798241 SUCCESS  62
010101111   23   23   27   18   14   23   18   22  8.829011 0.356925 SUCCESS  63
010110011   25   25   31   33   27   31   34   34 14.956296 0.060001 SUCCESS  64
010110111   25   25   23   25   27   26   18   20  3.078392 0.929342 SUCCESS  65
010111011   18   28   21   26   17   28   22   25  6.009639 0.646152 SUCCESS  66
010111111   26   22   34   17   23   22   16   22 10.135759 0.255626 SUCCESS  67
011000111   26   28   21   28   25   16   19   28  6.484940 0.593079 SUCCESS  68
011001111   23   24   27   29   29   28   29   26  3.725808 0.880976 SUCCESS  69
011010111   18   22   20   28   21   29   27   24  5.027261 0.754659 SUCCESS  70
011011111   25   30    9   30   24   31   21   29 15.959195 0.042968 SUCCESS  71
011101111   29   19   28   31   23   31   26   27  6.852339 0.552645 SUCCESS  72
011111111   26   20   18   26   19   30   21   21  6.314149 0.612088 SUCCESS  73
100000000   26   16   27   21   32   30   24   22  7.900915 0.443209 SUCCESS  74
100010000   26   25   25   22   23   17   22   18  4.763131 0.782567 SUCCESS  75
100100000   28   24   27   23   24   25   17   22  3.510665 0.898360 SUCCESS  76
100101000   22   18   26   28   26   27   19   25  4.281872 0.830839 SUCCESS  77
100110000   23   24   22   26   24   26   21   24  1.053396 0.997888 SUCCESS  78
100111000   33   24   31   26   28   27   27   26  6.328051 0.610537 SUCCESS  79
101000000   20   26   30   22   18   33   22   19  8.848870 0.355205 SUCCESS  80
101000100   29   25   26   22   27   23   23   31  3.563623 0.894196 SUCCESS  81
101001000   20   22   20   19   22   26   26   27  3.865486 0.869051 SUCCESS  82
101001100   22   20   21   20   27   27   27   27  3.519271 0.897689 SUCCESS  83
101010000   29   26   28   26   19   18   32   24  7.088004 0.527168 SUCCESS  84
101010100   24   21   27   25   19   16   20   21  6.330037 0.610315 SUCCESS  85
101011000   17   21   21   26   29   20   30   29  7.349486 0.499437 SUCCESS  86
101011100   19   24   24   14   20   26   22   25  7.016510 0.534852 SUCCESS  87
101100000   18   21   23   29   30   29   28   31  7.826111 0.450638 SUCCESS  88
101100100   27   22   22   24   27   21   26   22  1.909336 0.983666 SUCCESS  89
101101000   20   19   25   24   27   20   25   18  4.932598 0.764755 SUCCESS  90
101101100   33   24   27   21   27   19   21   29  6.825198 0.555605 SUCCESS  91
101110000   19   30   19   25   27   27   28   25  4.952457 0.762645 SUCCESS  92
101110100   19   27   17   23   23   29   26   20  5.831566 0.666092 SUCCESS  93
101111000   27   21   21   23   22   18   34   24  7.238935 0.511087 SUCCESS  94
101111100   26   29   28   27   25   25   19   27  3.394157 0.907247 SUCCESS  95
110000000   28   16   24   25   30   21   16   21  8.856152 0.354576 SUCCESS  96
110000010   20   24   27   23   25   25   28   32  4.224279 0.836342 SUCCESS  97
110000100   22   29   18   23   24   22   26   25  3.332592 0.911787 SUCCESS  98
110001000   30   20   21   24   31   15   24   14 12.821411 0.118144 SUCCESS  99
110001010   19   17   28   20   25   14   23   18 11.336590 0.183347 SUCCESS 100
110010000   28   26   22   29   24   19   24   23  3.130027 0.925934 SUCCESS 101
110010010   24   18   22   27   15   28   17   26  8.991196 0.343039 SUCCESS 102
110010100   21   14   26   31   20   28   23   17 10.796415 0.213504 SUCCESS 103
110011000   28   23   26   30   27   22   17   21  5.409223 0.713075 SUCCESS 104
110011010   33   19   25   21   20   24   33   33 11.969443 0.152572 SUCCESS 105
110100000   24   21   23   22   22   33   21   17  7.009228 0.535637 SUCCESS 106
110100010   19   26   31   27   25   26   23   28  4.232885 0.835524 SUCCESS 107
110100100   24   23   19   24   25   24   21   33  4.976950 0.760037 SUCCESS 108
110101000   27   24   34   26   24   25   33   31  9.310932 0.316749 SUCCESS 109
110101010   24   18   27   31   16   17   23   25  9.279819 0.319244 SUCCESS 110
110101100   29   23   25   32   25   23   37   25 10.284704 0.245609 SUCCESS 111
110110000   21   31   22   25   26   33   23   24  5.927553 0.655347 SUCCESS 112
110110010   30   20   23   26   28   20   25   18  5.459534 0.707519 SUCCESS 113
110110100   19   24   24   23   23   25   23   29  2.409131 0.965834 SUCCESS 114
110111000   19   28   15   22   24   25   31   17  9.957686 0.268008 SUCCESS 115
110111010   21   29   26   24   24   24   25   27  1.817321 0.986109 SUCCESS 116
110111100   26   13   19   27   22   28   24   21  8.423879 0.393196 SUCCESS 117
111000000   31   23   21   26   20   23   16   21  6.907283 0.546668 SUCCESS 118
111000010   22   20   26   21   24   26   25   20  2.611696 0.956319 SUCCESS 119
111000100   33   26   22   18   25   18   28   21  8.010142 0.432480 SUCCESS 120
111000110   26   26   17   28   35   29   30   28 10.623638 0.223949 SUCCESS 121
111001000   21   29   25   23   22   17   18   29  6.678900 0.571639 SUCCESS 122
111001010   26   18   29   20   16   26   22   23  6.983411 0.538424 SUCCESS 123
111001100   23   18   17   29   34   20   17   24 12.084627 0.147468 SUCCESS 124
111010000   21   26   28   19   25   30   20   22  4.790272 0.779739 SUCCESS 125
111010010   24   26   21   26   24   25   28   22  1.528698 0.992221 SUCCESS 126
111010100   13   30   27   20   22   22   22   21  9.160663 0.328925 SUCCESS 127
111010110   29   30   34   31   28   20   26   22  9.700176 0.286703 SUCCESS 128
111011000   28   25   25   21   30   21   16   19  7.111173 0.524687 SUCCESS 129
111011010   21   20   26   35   19   27   24   26  7.816182 0.451629 SUCCESS 130
111011100   25   27   25   25   28   24   32   19  4.571819 0.802206 SUCCESS 131
111100000   32   28   24   25   17   22   26   20  6.510757 0.590215 SUCCESS 132
111100010   25   18   27   22   20   23   27   27  3.756260 0.878418 SUCCESS 133
111100100   23   27   19   23   17   31   22   27  6.382995 0.604413 SUCCESS 134
111100110   27   16   16   21   21   19   18   30 11.540480 0.172914 SUCCESS 135
111101000   32   25   34   26   30   27   21   19  9.818009 0.278032 SUCCESS 136
111101010   15   30   22   23   25   27   19   22  7.178695 0.517481 SUCCESS 137
111101100   29   28   31   23   32   23   27   28  6.743112 0.564586 SUCCESS 138
111101110   26   24   24   24   21   20   31   20  4.103799 0.847639 SUCCESS 139
111110000   25   26   17   21   15   29   24   28  8.127974 0.421070 SUCCESS 140
111110010   26   35   22   29   25   31   17   23 10.274775 0.246268 SUCCESS 141
111110100   21   29   23   22   26   28   17   17  7.009228 0.535637 SUCCESS 142
111110110   38   19   33   31   28   24   24   29 15.513683 0.049894 SUCCESS 143
111111000   22   23   18   24   19   31   23   19  6.466405 0.595136 SUCCESS 144
111111010   23   25   22   20   26   25   20   19  3.339874 0.911256 SUCCESS 145
111111100   21   25   14   29   18   29   22   26  8.966703 0.345113 SUCCESS 146
111111110   26   20   18   26   19   30   21   21  6.314149 0.612088 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   32   21   22   27   30   28   16  8.341794 0.400815 SUCCESS   0
000000011   26   34   26   21   26   27   23   15  8.832983 0.356581 SUCCESS   1
000000101   26   23   30   25   19   22   20   34  7.740054 0.459266 SUCCESS   2
000000111   20   24   28   22   28   24   22   17  4.738638 0.785111 SUCCESS   3
000001001   28   31   23   22   27   24   24   23  3.105533 0.927561 SUCCESS   4
000001011   28   25   31   18   21   22   20   42 18.824244 0.015828 SUCCESS   5
000001101   26   30   20   37   22   26   26   28  9.996081 0.265301 SUCCESS   6
000001111   24   28   32   28   26   25   25   22  3.936980 0.862764 SUCCESS   7
000010001   27   26   19   18   26   21   15   19  8.939561 0.347420 SUCCESS   8
000010011   29   35   21   18   22   23   24   25  8.231243 0.411214 SUCCESS   9
000010101   17   23   18   30   19   30   17   20 11.168447 0.192336 SUCCESS  10
000010111   26   28   28   20   19   23   27   29  4.528790 0.806546 SUCCESS  11
000011001   27   30   21   23   24   21   25   20  3.519271 0.897689 SUCCESS  12
000011011   31   29   17   27   23   35   30   26 11.631833 0.168402 SUCCESS  13
000011101   27   20   22   20   16   23   27   23  5.610465 0.690773 SUCCESS  14
000011111   25   24   28   20   28   34   30   27  7.462684 0.487631 SUCCESS  15
000100011   20   20   18   26   22   22   20   24  4.796230 0.779117 SUCCESS  16
000100101   27   23   23   28   25   33   27   27  4.725398 0.786482 SUCCESS  17
000100111   23   32   22   20   28   26   26   24  4.367929 0.822496 SUCCESS  18
000101001   19   19   21   22   28   20   27   24  4.865076 0.771895 SUCCESS  19
000101011   29   20   20   36   18   26   23   16 13.153063 0.106691 SUCCESS  20
000101101   32   21   18   25   27   26   23   36 10.867909 0.209297 SUCCESS  21
000101111   28   22   32   24   21   24   25   27  4.046207 0.852931 SUCCESS  22
000110011   22   28   25   25   24   27   35   20  6.698760 0.569455 SUCCESS  23
000110101   25   23   20   34   25   25   21   25  5.358913 0.718616 SUCCESS  24
000110111   25   28   25   27   18   18   25   26  4.459944 0.813427 SUCCESS  25
000111001   24   25   27   23   28   23   30   22  2.597133 0.957047 SUCCESS  26
000111011   24   22   23   25   17   21   19   20  5.211291 0.734773 SUCCESS  27
000111101   25   28   23   25   24   26   24   24  0.791914 0.999252 SUCCESS  28
000111111   22   23   22   19   19   27   29   26  4.332182 0.825979 SUCCESS  29
001000011   29   27   22   18   28   26   26   23  4.011784 0.856059 SUCCESS  30
001000101   24   22   22   19   22   21   20   17  5.600535 0.691878 SUCCESS  31
001000111   19   20   24   35   17   23   21   28 10.263521 0.247015 SUCCESS  32
001001011   21   22   29   22   25   32   30   19  6.901326 0.547315 SUCCESS  33
001001101   31   36   32   25   19   23   25   20 12.164727 0.144004 SUCCESS  34
001001111   28   24   21   23   27   24   27   14  6.289656 0.614821 SUCCESS  35
001010011   23   23   18   21   29   33   27   20  7.527558 0.480923 SUCCESS  36
001010101   18   30   22   25   20   28   26   25  4.816089 0.777040 SUCCESS  37
001010111   23   13   26   25   25   30   22   24  7.306457 0.503958 SUCCESS  38
001011011   16   25   15   33   25   18   25   24 11.652355 0.167402 SUCCESS  39
001011101   20   25   25   26   32   27   30   28  5.572732 0.694969 SUCCESS  40
001011111   26   20   31   28   36   22   19   27 10.791781 0.213779 SUCCESS  41
001100101   28   20   24   21   27   27   22   18  4.416915 0.817687 SUCCESS  42
001100111   18   27   18   32   24   24   34   22 10.366790 0.240220 SUCCESS  43
001101011   18   22   21   18   24   19   22   27  5.973892 0.650157 SUCCESS  44
001101101   29   21   24   14   26   35   27   25 11.146602 0.193530 SUCCESS  45
001101111   34   20   21   34   20   18   26   19 13.018019 0.111231 SUCCESS  46
001110101   26   26   16   29   26   19   25   33  8.595994 0.377514 SUCCESS  47
001110111   25   18   27   19   25   19   22   17  7.084032 0.527594 SUCCESS  48
001111011   24   31   21   23   24   33   21   31  7.902239 0.443078 SUCCESS  49
001111101   23   29   32   25   27   22   18   22  5.952047 0.652604 SUCCESS  50
001111111   20   17   30   26   14   27   26   22  9.796825 0.279577 SUCCESS  51
010000011   21   24   24   28   24   27   31   23  3.275000 0.915934 SUCCESS  52
010000111   40   22   26   19   22   19   30   23 14.790139 0.063357 SUCCESS  53
010001011   26   20   24   24   27   27   26   26  1.732587 0.988141 SUCCESS  54
010001111   24   26   26   22   27   17   23   26  3.265071 0.916639 SUCCESS  55
010010011   19   26   22   31   24   28   25   21  4.494367 0.809996 SUCCESS  56
010010111   19   20   29   19   31   27   31   17 10.484622 0.232644 SUCCESS  57
010011011   28   30   30   25   32   29   27   22  7.099258 0.525962 SUCCESS  58
010011111   17   21   25   25   26   24   29   18  5.585972 0.693498 SUCCESS  59
010100011   23   26   31   27   31   14   23   21  9.324172 0.315692 SUCCESS  60
010100111   26   28   15   25   21   33   22   24  8.290159 0.405652 SUCCESS  61
010101011   22   25   23   22   23   18   25   29  3.315381 0.913036 SUCCESS  62
010101111   21   23   24   21   25   28   21   27  2.409131 0.965834 SUCCESS  63
010110011   30   31   33   23   17   22   25   27  9.257974 0.321003 SUCCESS  64
010110111   19   21   21   31   29   24   19   28  6.747746 0.564077 SUCCESS  65
010111011   20   25   19   21   29   29   30   29  6.579603 0.582592 SUCCESS  66
010111111   22   19   22   24   27   19   23   29  4.230237 0.835776 SUCCESS  67
011000111   26   19   29   16   23   30   22   23  6.967524 0.540141 SUCCESS  68
011001111   12   25   23   28   19   35   32   18 17.339423 0.026762 SUCCESS  69
011010111   15   27   23   22   22   19   20   22  6.897354 0.547747 SUCCESS  70
011011111   33   22   24   35   29   19   30   26 11.716567 0.164305 SUCCESS  71
011101111   26   12   22   21   23   24   27   28  8.280229 0.406586 SUCCESS  72
011111111   24   15   28   27   32   26   23   21  7.714237 0.461870 SUCCESS  73
100000000   24   32   22   22   27   30   28   16  8.096199 0.424130 SUCCESS  74
100010000   22   22   25   19   32   24   21   13 10.186069 0.252208 SUCCESS  75
100100000   34   25   21   30   20   19   21   19  9.518132 0.300487 SUCCESS  76
100101000   25   27   18   25   31   32   30   34 11.581523 0.170874 SUCCESS  77
100110000   22   27   23   26   23   23   27   26  1.283103 0.995751 SUCCESS  78
100111000   21   46   28   29   17   24   15   32 30.221550 0.000193 FAILURE  79
101000000   27   25   28   19   19   25   27   26  3.731766 0.880477 SUCCESS  80
101000100   31   23   29   26   24   27   23   26  3.419974 0.905311 SUCCESS  81
101001000   27   25   23   29   26   33   25   32  6.988707 0.537852 SUCCESS  82
101001100   24   18   26   27   25   29   23   20  3.951544 0.861469 SUCCESS  83
101010000   27   26   27   29   10   19   26   26 11.814540 0.159672 SUCCESS  84
101010100   23   30   29   34   21   32   19   23 10.470059 0.233570 SUCCESS  85
101011000   29   24   32   27   28   27   27   19  5.996399 0.647635 SUCCESS  86
101011100   26   23   21   25   16   18   26   33  8.662192 0.371589 SUCCESS  87
101100000   29   23   25   25   25   25   28   22  1.834532 0.985671 SUCCESS  88
101100100   29   28   23   24   26   22   22   23  2.215171 0.973694 SUCCESS  89
